categoria,estacao,preco,desconto,tendencia,margem,historico_vendas,unidades
T-shirt,Inverno,119.39,0,0,0.46,12,10
T-shirt,Inverno,146.36,0,0,0.22,33,20
T-shirt,Primavera,137.05,30,1,0.41,62,102
Calças,Outono,112.78,20,0,0.4,63,65
T-shirt,Primavera,41.5,0,0,0.3,61,58
Calças,Primavera,48.53,20,0,0.64,60,49
Sweater,Inverno,37.19,0,0,0.48,63,64
Saia,Outono,37.37,50,0,0.61,13,26
Calças,Inverno,105.97,10,0,0.61,73,42
Saia,Primavera,70.39,20,0,0.55,32,62
Casaco,Primavera,122.17,0,0,0.29,29,11
Sweater,Inverno,55.57,10,0,0.5,77,69
Calças,Verão,46.09,0,1,0.52,37,44
Saia,Verão,149.59,0,0,0.51,89,52
Vestido,Primavera,81.92,0,0,0.33,68,56
T-shirt,Primavera,114.99,20,1,0.24,64,72
T-shirt,Outono,80.4,50,0,0.41,26,51
Calças,Primavera,31.7,10,0,0.49,63,56
T-shirt,Inverno,26.28,10,0,0.35,16,22
Saia,Primavera,117.67,20,0,0.62,53,43
Saia,Outono,62.0,20,0,0.45,20,17
Sweater,Outono,135.79,0,0,0.32,56,48
Saia,Outono,124.98,0,0,0.55,10,18
Saia,Outono,77.6,30,0,0.62,15,26
Vestido,Inverno,27.63,0,1,0.53,27,18
Saia,Outono,51.75,50,0,0.6,32,33
Vestido,Verão,111.53,0,0,0.3,79,82
T-shirt,Verão,147.0,20,0,0.44,72,86
Vestido,Primavera,111.6,10,1,0.56,78,75
Vestido,Inverno,67.46,10,1,0.57,7,21
T-shirt,Outono,16.79,20,1,0.49,37,64
Calças,Outono,59.56,0,0,0.52,55,48
Vestido,Verão,131.68,30,1,0.63,118,119
Vestido,Inverno,132.42,20,0,0.6,4,15
Calças,Verão,140.34,20,1,0.34,39,49
Sweater,Primavera,105.78,0,0,0.29,21,19
Calças,Outono,144.65,20,0,0.63,48,38
Vestido,Inverno,42.62,0,0,0.44,30,8
Vestido,Verão,133.6,10,0,0.29,91,82
Vestido,Inverno,77.71,0,1,0.61,16,28
Saia,Inverno,129.16,0,0,0.21,9,13
Vestido,Primavera,78.11,20,0,0.2,82,68
Calças,Primavera,16.61,0,1,0.34,35,64
Sweater,Outono,133.83,0,0,0.34,49,48
Sweater,Outono,88.32,0,0,0.64,44,51
Sweater,Inverno,49.67,0,0,0.59,91,65
Calças,Outono,22.97,20,0,0.39,53,58
Calças,Verão,18.39,20,0,0.34,37,50
Sweater,Primavera,103.52,0,0,0.48,22,25
Sweater,Verão,134.5,0,1,0.54,14,9
Casaco,Outono,121.88,0,0,0.64,65,34
Sweater,Primavera,128.23,20,1,0.3,33,33
Saia,Primavera,16.28,20,1,0.52,48,78
T-shirt,Outono,75.29,10,1,0.55,50,56
Sweater,Primavera,48.01,0,0,0.4,20,21
Vestido,Primavera,142.36,50,1,0.38,53,109
Vestido,Primavera,84.75,20,0,0.43,80,79
Sweater,Primavera,36.53,30,1,0.3,19,34
Vestido,Verão,49.41,0,0,0.47,51,68
Vestido,Inverno,27.59,0,0,0.56,23,9
Casaco,Inverno,32.39,10,0,0.21,95,93
Calças,Outono,57.87,10,0,0.52,58,50
Saia,Verão,61.9,30,1,0.28,98,99
Saia,Inverno,80.72,0,1,0.3,16,9
Saia,Outono,40.81,30,0,0.64,23,25
Sweater,Primavera,123.21,0,0,0.51,27,15
Vestido,Inverno,114.35,10,0,0.26,21,15
Sweater,Inverno,59.64,50,1,0.49,63,119
Casaco,Inverno,13.44,10,1,0.31,99,99
Sweater,Inverno,35.86,10,1,0.37,75,99
Casaco,Outono,98.29,0,1,0.36,66,58
Sweater,Outono,121.35,10,0,0.62,37,55
Vestido,Inverno,15.87,0,0,0.58,24,16
Casaco,Outono,108.1,30,0,0.36,67,60
Vestido,Inverno,120.92,10,1,0.47,17,16
Vestido,Primavera,18.8,0,0,0.41,55,59
Casaco,Inverno,118.87,10,0,0.49,60,65
T-shirt,Primavera,135.28,10,0,0.43,61,57
Vestido,Primavera,84.42,10,0,0.46,58,63
Vestido,Primavera,18.65,20,0,0.61,57,68
Vestido,Verão,141.24,0,0,0.62,77,61
T-shirt,Primavera,123.48,0,0,0.37,73,45
Sweater,Verão,128.17,20,0,0.48,3,6
Saia,Verão,96.3,10,0,0.65,70,63
Sweater,Primavera,117.7,0,1,0.54,25,33
Sweater,Inverno,25.75,0,1,0.58,74,87
Calças,Outono,57.82,50,1,0.32,43,75
Casaco,Inverno,118.97,30,0,0.47,74,80
Calças,Primavera,103.48,10,1,0.26,61,68
T-shirt,Inverno,111.38,10,1,0.4,4,24
T-shirt,Inverno,12.44,0,1,0.44,1,20
Calças,Primavera,66.66,30,0,0.51,55,57
Calças,Verão,27.56,20,0,0.43,40,44
T-shirt,Primavera,43.71,0,1,0.51,65,70
Sweater,Primavera,56.68,20,1,0.23,24,32
Vestido,Primavera,42.63,0,0,0.39,75,67
Saia,Outono,59.36,50,0,0.2,34,41
Sweater,Verão,34.52,30,1,0.46,16,12
Vestido,Primavera,32.75,0,0,0.53,62,76
Vestido,Outono,147.69,20,1,0.43,48,43
Vestido,Verão,46.28,0,1,0.23,75,88
T-shirt,Primavera,41.8,0,0,0.45,74,56
T-shirt,Inverno,15.6,20,0,0.4,12,29
Vestido,Verão,58.0,0,0,0.51,54,65
Calças,Inverno,18.54,0,0,0.43,36,51
Sweater,Primavera,119.57,10,1,0.36,32,32
T-shirt,Outono,22.36,20,0,0.57,27,43
Sweater,Outono,145.67,0,0,0.24,76,55
Sweater,Inverno,60.08,0,0,0.43,78,66
Vestido,Primavera,37.61,0,0,0.55,57,65
Vestido,Verão,50.6,0,1,0.47,56,86
Saia,Verão,95.04,0,0,0.42,83,63
T-shirt,Primavera,62.19,30,0,0.46,59,80
Saia,Inverno,96.48,30,1,0.41,4,12
Calças,Outono,13.19,10,0,0.43,58,49
Saia,Inverno,47.31,0,0,0.57,10,9
Calças,Primavera,100.8,20,0,0.28,58,47
Vestido,Inverno,138.99,30,1,0.37,3,32
Calças,Primavera,121.28,10,1,0.58,69,61
Casaco,Primavera,15.83,0,0,0.28,16,26
Calças,Outono,67.37,10,0,0.32,67,64
T-shirt,Inverno,46.26,10,0,0.52,12,25
Calças,Primavera,95.11,10,0,0.25,45,47
Vestido,Verão,37.54,0,0,0.61,98,84
Casaco,Inverno,112.15,0,0,0.36,76,81
T-shirt,Outono,137.19,10,0,0.62,27,40
Vestido,Inverno,140.3,10,0,0.21,6,20
Sweater,Outono,119.82,0,1,0.32,36,62
T-shirt,Outono,105.53,0,1,0.31,23,44
Casaco,Inverno,10.06,20,0,0.58,63,95
Saia,Primavera,70.14,20,0,0.45,55,56
T-shirt,Verão,82.24,0,0,0.63,73,81
Saia,Primavera,61.54,0,0,0.63,76,56
T-shirt,Outono,115.81,30,0,0.48,47,44
Saia,Verão,39.15,10,0,0.42,92,75
Casaco,Verão,142.48,20,1,0.6,3,10
Vestido,Verão,87.85,10,1,0.61,78,96
Vestido,Inverno,59.84,30,0,0.46,22,17
Sweater,Outono,21.37,30,0,0.5,48,69
Vestido,Inverno,30.09,10,1,0.36,20,12
Sweater,Verão,54.66,10,1,0.63,15,6
Saia,Inverno,142.02,0,0,0.5,5,8
T-shirt,Inverno,104.67,0,0,0.63,21,14
Calças,Primavera,134.86,20,0,0.62,50,46
Vestido,Outono,63.13,20,0,0.53,29,32
T-shirt,Inverno,80.83,0,0,0.32,19,18
Casaco,Inverno,42.11,0,0,0.58,81,78
Saia,Primavera,32.64,0,1,0.61,51,74
Sweater,Inverno,103.46,0,1,0.4,72,79
T-shirt,Outono,123.4,10,1,0.41,45,56
Saia,Inverno,27.12,10,1,0.43,2,14
Saia,Verão,108.97,50,0,0.38,50,76
T-shirt,Inverno,42.28,0,1,0.63,10,26
Vestido,Inverno,104.21,20,0,0.47,5,6
Sweater,Inverno,108.91,0,0,0.28,52,68
Calças,Primavera,60.4,10,0,0.63,41,50
Sweater,Verão,87.36,0,0,0.33,11,4
Saia,Inverno,49.23,10,0,0.31,1,12
Calças,Primavera,115.2,20,1,0.28,49,61
Vestido,Primavera,35.58,10,0,0.27,74,79
Vestido,Outono,113.71,20,0,0.62,30,22
Saia,Inverno,108.79,0,0,0.23,1,2
T-shirt,Outono,109.84,10,1,0.39,53,46
Saia,Outono,52.18,20,0,0.35,19,26
Vestido,Primavera,24.07,10,0,0.3,58,84
T-shirt,Inverno,42.2,20,1,0.56,21,24
Casaco,Inverno,124.44,20,0,0.62,100,84
Sweater,Primavera,64.67,30,0,0.39,28,19
Casaco,Verão,45.82,20,1,0.46,12,14
Calças,Verão,99.56,50,1,0.51,52,58
Casaco,Verão,60.46,10,0,0.34,5,3
Saia,Outono,38.16,10,1,0.31,27,36
Vestido,Outono,103.68,0,0,0.5,21,31
Vestido,Verão,130.11,20,0,0.47,92,90
Casaco,Primavera,10.1,0,0,0.6,18,8
Vestido,Inverno,80.06,20,1,0.36,19,20
T-shirt,Outono,149.02,30,0,0.42,44,37
Sweater,Outono,99.98,10,0,0.47,59,50
Calças,Inverno,134.46,0,0,0.46,53,38
Calças,Inverno,25.94,10,0,0.51,57,46
T-shirt,Inverno,98.56,0,0,0.21,5,18
Casaco,Outono,55.42,0,0,0.33,40,59
T-shirt,Inverno,17.38,30,1,0.26,21,30
Calças,Outono,77.99,0,0,0.33,57,55
T-shirt,Primavera,133.96,0,0,0.53,70,43
Saia,Primavera,16.1,10,0,0.36,33,53
Saia,Verão,30.02,30,0,0.32,63,68
T-shirt,Outono,72.53,0,1,0.48,44,42
Sweater,Outono,56.17,10,0,0.4,59,67
T-shirt,Outono,39.48,0,0,0.25,36,33
Sweater,Verão,24.11,20,0,0.5,7,9
Sweater,Inverno,96.13,20,0,0.5,55,74
Vestido,Inverno,95.27,10,0,0.53,18,20
T-shirt,Primavera,115.43,0,0,0.42,43,37
Vestido,Verão,27.68,10,1,0.58,64,99
Saia,Inverno,14.04,10,0,0.53,11,4
Casaco,Verão,85.96,50,1,0.61,4,2
Saia,Outono,104.13,0,0,0.45,29,29
Vestido,Inverno,133.55,20,1,0.65,8,14
Sweater,Verão,51.56,50,1,0.28,5,1
Casaco,Primavera,14.36,20,0,0.56,9,17
Sweater,Verão,50.24,0,0,0.49,8,6
Saia,Primavera,84.47,50,0,0.36,55,71
Sweater,Outono,12.29,20,0,0.51,61,66
Vestido,Primavera,105.14,10,1,0.56,74,87
Sweater,Outono,48.61,30,0,0.31,46,64
Saia,Outono,35.39,0,0,0.41,22,33
Vestido,Inverno,144.74,0,0,0.47,26,21
Vestido,Inverno,25.79,20,0,0.2,1,8
Vestido,Outono,42.55,10,1,0.6,35,23
Casaco,Outono,11.4,0,1,0.38,52,71
Saia,Inverno,40.45,10,1,0.22,26,7
T-shirt,Outono,107.37,0,0,0.63,27,33
Calças,Outono,125.15,0,1,0.42,43,64
Sweater,Outono,96.77,0,1,0.35,47,69
Sweater,Inverno,68.39,50,0,0.47,93,100
T-shirt,Verão,48.08,30,0,0.52,76,110
Saia,Inverno,79.23,20,0,0.49,16,5
Casaco,Primavera,48.76,10,0,0.62,10,16
Sweater,Primavera,72.68,20,0,0.58,34,27
Calças,Inverno,13.25,50,0,0.31,58,71
T-shirt,Primavera,71.59,10,0,0.61,66,54
Vestido,Primavera,122.4,10,1,0.3,61,87
Sweater,Verão,22.16,30,1,0.6,6,13
Saia,Verão,65.56,10,0,0.31,61,78
Casaco,Outono,11.89,30,0,0.59,38,56
Sweater,Verão,128.69,0,0,0.26,11,16
Vestido,Primavera,31.88,0,0,0.65,92,84
Vestido,Inverno,86.64,10,1,0.31,4,19
Vestido,Verão,69.3,10,1,0.3,82,97
Saia,Primavera,77.49,0,0,0.44,34,32
Casaco,Outono,128.9,20,1,0.53,65,63
Casaco,Primavera,34.52,0,0,0.32,28,20
Casaco,Outono,133.7,10,0,0.23,67,52
Casaco,Verão,142.83,10,1,0.33,15,12
Casaco,Verão,121.42,10,0,0.29,3,2
T-shirt,Outono,19.32,20,0,0.39,44,40
Casaco,Primavera,107.87,20,1,0.23,1,22
T-shirt,Inverno,109.5,10,1,0.23,26,19
Sweater,Inverno,70.68,50,0,0.58,99,98
Calças,Verão,53.25,0,0,0.3,41,44
Saia,Verão,119.09,10,0,0.25,64,66
T-shirt,Inverno,38.01,10,0,0.59,23,16
Calças,Verão,108.72,10,0,0.63,19,36
Calças,Outono,96.39,30,0,0.64,46,57
Vestido,Verão,113.54,0,0,0.62,83,73
Vestido,Inverno,17.64,20,1,0.25,14,32
Saia,Outono,77.35,20,0,0.62,17,16
Sweater,Verão,104.95,0,0,0.48,7,10
